,V 1.0,,,,,,,,,,,,,
1096,2308,Love Scale,愛のうろこ,43,3280,364,14,Icon_Item_Collection_143,1,9,144,1,"A scale that is famous as a love charm. But only a
few people have ever seen one since it's so rare.","恋愛祈願のおまじないアイテムとして
有名だが、手に入れるのがあまりにも
困難すぎて都市伝説とされている。"
1101,2309,Grimoire Scale,グリモアのうろこ,43,154000,2800,15,Icon_Item_Collection_148,1,9,131,1,"A scale of the legendary grimoire. Nobody has ever
possessed one. Until now!","伝説のグリモアのうろこ。
手に入れたものはいないと
言われていたが、ここにいた。"
1104,2311,Dragon Golem Scale,岩石竜のうろこ,43,300000,10000,15,Icon_Item_Collection_151,1,9,144,1,"A dragon golem scale. Found under its rock-hard
skin. Extremely valuable.","ドラゴンゴーレムから取れるうろこ。
岩肌の内側に秘められたうろこから取れる貴重な品。"
1099,2312,Basilisk Scale,蛇竜のうろこ,43,300000,10000,15,Icon_Item_Collection_146,1,9,144,1,"A dazzling golden scale. Countless adventurers have
sought the scales of the basilisk, yet none have
obtained them.","黄金色に輝くうろこ。
数々の冒険者が珍しいこの竜蛇のうろこを狙っていたが、手に入れたという話は聞かない。"
1111,2315,Big Bird's Comb,巨鳥のトサカ,43,5200,1200,10,Icon_Item_Collection_156,1,9,30,1,"A big cock's comb. When you get mad, just try to
""comb"" down.","おおきなニワトリのトサカ部分。
怒るとここに来る。"
1116,2318,Warrior's Proof,戦士の証,43,2780,300,13,Icon_Item_Collection_162,1,9,131,1,"A proof handed down among the warrior tribes.
Awarded by chiefs when a warrior attains manhood.","戦士の部族に伝わる証。
一人前と認められたとき、長より託される。"
1115,2319,Proof of Rank,首領の証,43,2700,300,13,Icon_Item_Collection_161,1,9,131,1,"Proof that you are in a high position. If you lose it...
well, it's over.","えらいひとの証拠。
なくすとえらいことになる。"
984,2321,Ice Crystal,氷の結晶,43,90000,4444,15,Icon_Item_Collection_179,1,9,144,1,"Crystallized ice. Beautiful and a little cold to the
touch, but will never melt.","氷の綺麗な結晶。
ほんのり冷たいが、溶けはしない。"
993,2322,Sharp Horn,鋭利な角,43,8000,450,8,Icon_Item_Collection_180,1,9,117,1,"A horn honed to a razor sharp edge. So long it looks
like it could serve as a weapon itself.","すごくとがっているツノ。
長くてまるで武器のようだ。"
994,2323,Lightning Horn,導雷の角,43,1040,130,13,Icon_Item_Collection_181,1,9,123,1,"A goblin horn wreathed in electricity. Grew after its
owner was struck by lightning.","電を帯びたゴブリンのツノ。
雷を受け、はえ変わった。"
995,2324,Lotus Leaf,ハスの葉,43,50000,1250,8,Icon_Item_Collection_182,1,9,82,1,"A leaf beloved by ribbitees everywhere. Never wilts,
and always looks healthy.","ケロリ類達が愛用して持っている葉。
いつもしなびず、元気な姿を見せる。"
1000,2325,Viscous Liquid,ネバネバの液体,43,100,25,2,Icon_Item_Collection_183,1,9,0,1,"A green, gooey substance. Feels strange to the
touch. So stop poking it!","緑色のネバっとしている液体。
不思議な触りごこち。"
1005,2326,Brilliant Feather,輝く翼,43,75000,2800,14,Icon_Item_Collection_184,1,9,144,1,A sparkling emerald feather.,エメラルド色をした光り輝く翼。
1006,2327,Ancient Fish Fin,古代魚の羽ビレ,43,300000,10000,15,Icon_Item_Collection_185,1,9,144,1,A uniquely shaped fin with sharp thorns.,"特長的な形をしたヒレ。
鋭いトゲが付いている。"
1023,2328,Black Furball,黒の毛玉,43,215000,4500,12,Icon_Item_Collection_186,1,9,131,1,"A pitch-black furball. Go ahead and squish it. You
know you want to.",真っ黒のフラフサとした毛玉。
1024,2329,Strange Tentacle,奇妙な触手,43,32000,964,8,Icon_Item_Collection_187,1,9,123,1,"A slightly slimy tentacle. Still soft from retaining
moisture. Gross.","少しぬるっとしている触手。
水分を含んだままでやわらかい。"
1025,2330,Fluffy Tail,ふわふわの尻尾,43,215000,4500,10,Icon_Item_Collection_188,1,9,131,1,"A fluffy tail that feels amazing to touch. So...very...
fluffy!",フワフワで触り心地の良い尻尾の毛。
1036,2331,Black Shoulder Guard,黒い肩当て,43,650,93,7,Icon_Item_Collection_192,1,9,82,1,"Covered in many scuffs and scratches. Maybe
someone found it somewhere?","ところどころに傷がついている。
落ちていたものを拾ったのだろうか。"
1037,2332,Nine-Tailed Fox Bell,キュウビの鈴,43,5800,600,11,Icon_Item_Collection_190,1,9,30,1,"The sacred bell of a nine-tailed fox. Jingles with every
step you take. An excellent way to announce your
presence.","キュウビの聖なる鈴。
駆ける度に、チリンという音色がする。"
1038,2333,Armor Fragment,鎧のかけら,43,110000,2500,14,Icon_Item_Collection_191,1,9,99,1,"Just a fragment of iron armor, so it can't be used as-
is. Obviously.","鉄でできた鎧のかけらのようなもの。
さすがにかけらなので使えそうにはない。"
1039,2334,Rusted Iron,さびた鉄,43,1600,200,12,Icon_Item_Collection_189,1,9,55,1,"A chunk of iron covered in rust. Maybe you can
recycle it?","錆びついた鉄のかたまり。
再利用して何かに使えるかも？"
1050,2335,Fine Green Fur,こまやかな翠毛,43,75000,2800,13,Icon_Item_Collection_193,1,9,131,1,Luxurious green fur. Feels amazingly soft.,"緑色をした美しい毛。
さわりごごちも良い。"
1051,2336,Crimson Fur,深紅の毛皮,43,4500,500,12,Icon_Item_Collection_194,1,9,135,1,Garmr fur dyed a deep red. Warm and toasty.,"深紅色をしたガルムの毛皮。
あたたかい。"
1088,2337,Crimson Claw,赤い爪,43,12000,700,12,Icon_Item_Collection_195,1,9,38,1,A sharp red claw. Hurts if you touch it.,"赤く鋭いツメ。
触ると痛い。"
1089,2338,Strong Talon,強固な爪,43,3500,350,11,Icon_Item_Collection_196,1,9,55,1,"An incredibly thick, solid claw.",とても固くぶあついツメ。
1090,2339,Spider Jaw,蜘蛛のアゴ,43,3100,345,11,Icon_Item_Collection_197,1,9,144,1,"Sharp, strong jaws.",固く鋭いアゴのようなもの。
1091,2340,Quality Insect Jaw,上質な昆虫のアゴ,43,12000,500,10,Icon_Item_Collection_198,1,9,106,1,A quality set of jaws kept in very good shape.,状態がキレイで上質なアゴ。
1092,2341,Razor Fang,鋭い牙,43,1900,238,7,Icon_Item_Collection_199,1,9,131,1,"A sharp, milky-white fang.",乳白色のとても鋭い牙。
1093,2342,Sharp Claw,尖った爪,43,48000,1000,10,Icon_Item_Collection_200,1,9,55,1,"A sharp, jet-black claw. Watch your fingers.",漆黒の尖ったツメ。
1094,2343,Scarlet Dragon Claw,紅色の竜爪,43,140000,3000,15,Icon_Item_Collection_201,1,9,151,1,"An impressive crimson claw. Said to have belonged
to a legendary dragon.","紅色をしたツメ。
伝説の竜のものと言われている。"
1095,2344,Golden Dragon Claw,黄金色の竜爪,43,990000,15000,15,Icon_Item_Collection_202,1,9,151,1,"A magnificent golden claw. Said to have belonged
to a legendary dragon.","黄金色をしたツメ。
伝説の竜のものと言われている。"
1106,2345,Hard Scale,固いうろこ,43,30000,666,8,Icon_Item_Collection_203,1,9,117,1,A scale as hard as steel with a silver shine.,銀色に輝く、鋼のようなうろこ。
1107,2346,Mermaid Scale,人魚のうろこ,43,50000,3000,13,Icon_Item_Collection_204,1,9,144,1,"A gorgeous scale said to come from a siren. Shines
every color of the rainbow.","セイレーンのものと言われる華麗なうろこ。
よく見ると虹色に輝いている。"
1108,2347,Scarlet Scale,紅色のうろこ,43,140000,3000,15,Icon_Item_Collection_205,1,9,151,1,A shimmering scarlet scale.,輝く紅色のうろこ。
1109,2348,Golden Scale,黄金色のうろこ,43,990000,15000,15,Icon_Item_Collection_206,1,9,151,1,"A scale that shines a brilliant gold. Just having it
makes you feel a little happier.","キレイに輝く黄金色のうろこ。
ちょっと幸せな気持ちになれる。"
1122,2349,General's Orb,ジェネラルオーブ,43,300000,10000,15,Icon_Item_Collection_207,1,9,151,1,"An orb filled with the determination of someone who
stands above all others. It's tough at the top.","人の上に立つ心得が詰め込まれているオーブ。
上に立つのは大変だ。"
1123,2350,Null Symbol,無のシンボル,43,250000,100,15,Icon_Item_Collection_208,1,9,151,1,"A mysterious box. Just looking at it erodes your sense
of self.","謎の四角い箱。
見ているだけで無の心になれる。"
1131,2351,Azure Fur,紺碧の毛皮,43,350000,12500,15,Icon_Item_Collection_209,1,9,144,1,"A death lance pelt. Sports a brilliant shade of blue
and is also highly water-resistant.","デスハバリの毛皮の一部。
鮮やかな青色をしており、水にも強い。"
1132,2352,High-Quality Squid Ink,極上イカ墨,43,400000,15000,10,Icon_Item_Collection_210,1,9,55,1,"First-rate squid ink obtained from a kraken. The
overwhelming odor makes it unsuitable for cooking
purposes.","クラーケンから取れるイカ墨の中でも
極上の物。においが強く料理には使えない。"
1133,2353,Jet-Black Talon,漆黒の爪,43,200000,5000,7,Icon_Item_Collection_211,1,9,55,1,"A black claw that gives off a dull sheen. The tip is so
sharp, it hurts just to touch it.","鈍く光る黒いツメ。
先が鋭く、そのまま触ると痛い。"
1134,2354,Immortal Dragon Claw,不死竜の爪,43,350000,14000,11,Icon_Item_Collection_212,1,9,117,1,"A claw from a giga dragon mummy. Heavy and rigid,
but otherwise perfect.","ギガドラゴンマミーの落とした上質な爪。
硬く重いのがタマにキズ。"
1135,2355,Gale Down,疾風の羽毛,43,400000,20000,15,Icon_Item_Collection_213,1,9,144,1,"Down from a shoebert. Extremely coarse but still very
resilient.","シューベルトの毛。
ゴツゴツしていて、弾力がすごい。"
1136,2356,Cloud Fur,浮雲の毛,43,300000,15000,15,Icon_Item_Collection_214,1,9,144,1,"Fur that grows on the chest of an audumbla. Soft
and light.","アウドムラの胸元にはえる毛。
やわらかくて軽い。"
1137,2357,Iron Fragment,鉄塊の破片,43,150000,2300,12,Icon_Item_Collection_215,1,9,102,1,A fragment from some large iron-made object.,"鉄で出来ている何かの破片。
砕けたようなかたまりになっている。"
1138,2358,Brilliant Scale,光るうろこ,43,300000,10000,14,Icon_Item_Collection_216,1,9,144,1,"A small scale with a brilliant shine. Feels a little
slippery.","まぶしく光る小さなうろこ。
すこしヌメヌメしている。"
1139,2359,Crimson Feather,赤い羽,43,300000,10000,14,Icon_Item_Collection_217,1,9,144,1,"An extremely soft feather. The crimson color drives
any opponents into a frenzy.","やわらかな感触をした羽。
真紅のその羽は相手を興奮させるという。"
1140,2360,Frigid Feather,冷たい羽,43,90000,4444,14,Icon_Item_Collection_218,1,9,144,1,An extremely soft blue feather. Feels slightly cool.,"やわらかな感触をした羽。
少しひんやりとしており、青い色をしている。"
1141,2361,Mystic Dust,神秘の粉,43,90000,2000,10,Icon_Item_Collection_219,1,9,94,1,"Powder enveloped in a mystical glow. Too bright to
look at, so let's keep it in a bag for now...","神秘的の輝きに包まれた粉。
まぶしくて目が開けられないので、袋に包んでおこう。"
1142,2400,Earth Crystal,土のクリスタル,43,50000,500,0,Icon_Item_Crystal_001,1,1,151,0,A large crystal that shines a brilliant shade of green.,緑色に輝く大きなクリスタル。
1143,2401,Fire Crystal,火のクリスタル,43,50000,500,0,Icon_Item_Crystal_002,1,1,151,0,A large crystal that shines a brilliant shade of red.,赤色に輝く大きなクリスタル。
1144,2402,Ice Crystal,氷のクリスタル,43,50000,500,0,Icon_Item_Crystal_003,1,1,151,0,A large crystal that shines a brilliant shade of blue.,青色に輝く大きなクリスタル。
1145,2403,Wind Crystal,風のクリスタル,43,50000,500,0,Icon_Item_Crystal_004,1,1,151,0,A large crystal that shines a brilliant pale blue.,水色に輝く大きなクリスタル。
1146,2404,Terra Crystal,地のクリスタル,43,50000,500,0,Icon_Item_Crystal_005,1,1,151,0,A large crystal that shines a brilliant shade of yellow.,黄色に輝く大きなクリスタル。
1147,2405,Earth Crystal Fragment,土のクリスタルのかけら,43,0,10,0,Icon_Item_Crystal_006,1,9,151,1,"A crystal fragment that shines a brilliant shade of
green.",緑色に輝くクリスタルの破片。
1148,2406,Fire Crystal Fragment,火のクリスタルのかけら,43,0,10,0,Icon_Item_Crystal_007,1,9,151,1,A crystal fragment that shines a brilliant shade of red.,赤色に輝くクリスタルの破片。
1149,2407,Ice Crystal Fragment,氷のクリスタルのかけら,43,0,10,0,Icon_Item_Crystal_008,1,9,151,1,"A crystal fragment that shines a brilliant shade of
blue.",青色に輝くクリスタルの破片。
1150,2408,Wind Crystal Fragment,風のクリスタルのかけら,43,0,10,0,Icon_Item_Crystal_009,1,9,151,1,A crystal fragment that shines a brilliant pale blue.,水色に輝くクリスタルの破片。
1151,2409,Terra Crystal Fragment,地のクリスタルのかけら,43,0,10,0,Icon_Item_Crystal_010,1,9,151,1,"A crystal fragment that shines a brilliant shade of
yellow.",黄色に輝くクリスタルの破片。
1152,3000,Minerals,鉱石類,48,0,0,0,Icon_Catecory_001,1,0,151,0,"Rocks used as materials to create tools, weapons,
and armor. Mainly collected by hitting rocks with a
hammer. Examples include iron, silver, and gold.","農具、武器、防具などの材料になる石類。
『鉄』、『銀』、『金』などがあり、
主にダンジョンで鉱石を農具ハンマーで
叩くことで採掘できる。"
1153,3001,Liquids,液体類,48,0,0,0,Icon_Catecory_005,1,0,151,0,"Shapeless matter used as a material. Examples
include glue and devil blood.","形を持たない物体、色々な材料になる。
ハイオークなどが落とす『にかわ』や、
ブラッドパンサーなどが落とす『悪魔の血』などがある。"
